field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
follow_up_appointment_stat_7,patient_navigation,,dropdown,Follow up appointment status,"1, Appointment has not been scheduled | 2, Appointment has been scheduled | 3, Appointment has been attended | 4, Unable to obtain information",,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
who_made_the_appointment_7,patient_navigation,,dropdown,Who made the appointment?,"1, Patient | 2, Family or friend of patient | 3, Navigator",,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
date_and_time_of_appointme_7,patient_navigation,,text,Date and time of appointment,,,datetime_mdy,,,,[did_you_attempt_to_contact30] = '1',,,,,,
location_of_appointment_ie_7,patient_navigation,,text,Location of appointment (ie. name of clinic),,,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
since_the_last_phone_call_7,patient_navigation,,checkbox,"Since the last phone call with the patient, what outcomes have been achieved from navigating?","1, Scheduled appointment | 2, Attended appointment | 3, SMART goal met | 4, Other | 5, None",,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
other9,patient_navigation,,text,Other,,,,,,,[since_the_last_phone_call_7(4)] = '1',,,,,,
the_conversation_transitio_7,patient_navigation,,descriptive,"The conversation transitions to eliciting and talking about barriers: 
  
1. If the patient has not already determined where to schedule an appointment (their referrals consultation at the health fair should help with this), help the patient figure out where to go. 
  
2. If patient has not scheduled an appointment: 
""What has kept you from scheduling an appointment?"" ""What would get you to schedule an appointment?"" ""Do you want my assistance in scheduling an appointment?""  
  
3. If the patient has scheduled but not yet attended the appointment: 
""What may be challenging in attending this appointment?"" 
""What may be simple in attending this appointment?"" 
  
4. If the patient has attended the appointment: 
""Congratulations!"" Technically your role as patient navigator for the study has been fulfilled, but you can offer if they want your assistance for attending a follow up appointment (and if so, write a comment about it) ",,,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
barriers_to_care_identifie_7,patient_navigation,,checkbox,Barriers to care identified,"1, Care coordination | 2, Communication/education | 3, Logistical | 4, Insurance/medical costs | 5, Health promotion | 6, Cultural/religious/spiritual | 7, Work/school | 8, Psychosocial/distress/behavioral | 9, None | 10, Other",,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
other_barriers_7,patient_navigation,,text,Other barriers,,,,,,,[barriers_to_care_identifie_7(10)] = '1',,,,,,
care_coordination_barriers_7,patient_navigation,,checkbox,Care coordination barriers,"1, Access to care/system challenges | 2, Coordinating appointments | 3, Health care concerns",,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
the_conversation_now_trans_7,patient_navigation,,descriptive,"The conversation now transitions to using motivational interviewing to address the barriers the patient brought up. If the patient brings up a laundry list of barriers, ask the patient which one they want to focus on for the call. The goal is to address the barrier so that the patient feels motivated to make or attend their health care appointment. 
  
The fields below are for you (patient navigator) to log and keep track of the motivational interviewing conversation. 
  
""I'm hearing from you that you are encountering some barriers in getting health care. Let's talk about one of them today and see how we can overcome it."" ",,,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
were_motivational_intervie_7,patient_navigation,,yesno,Were motivational interviewing techniques used?,,,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
what_is_the_behavior_to_ch_7,patient_navigation,,text,What is the behavior to change?,,,,,,,[were_motivational_intervie_7] = '1',,,,,,
other_behavior_to_change_7,patient_navigation,,text,Other behavior to change,,,,,,,[were_motivational_intervie_7] = '1',,,,,,
stage_of_change_7,patient_navigation,,dropdown,Stage of change,"1, Precontemplative | 2, Contemplative | 3, Preparation | 4, Action | 5, Maintenance | 6, Relapse",,,,,,[were_motivational_intervie_7] = '1',,,,,,
the_conversation_transitio8,patient_navigation,,descriptive,"The conversation transitions from motivational interviewing to setting SMART goals.  
  
""Given our conversation thus far, what goals about the barrier we discussed or about seeing a doctor can you make for next time we talk?""  
""Can you make this goal specific?""  
Get them to make their goal S.M.A.R.T by asking them questions that help them articulate very specifically how they will achieve their goal. There is room to document their goal on this form.",,,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
were_smart_goals_made_7,patient_navigation,,yesno,Were SMART goals made?,,,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
what_is_the_specific_smart_8,patient_navigation,,notes,"What is the specific SMART goals? 
SMART = a goal that is specific, measurable, agreed upon, realistic, and time based.",,,,,,,[were_smart_goals_made_7] = '1',,,,,,
navigator_actions_7,patient_navigation,,checkbox,Navigator actions,"1, Connect patient with appropriate healthcare professional | 2, Educate patient on scheduling process | 3, Emotional support | 4, Provide verbal information | 5, Provide written information | 6, Remind patient to attend appointment, to attend procedure | 7, Resource referral | 8, Schedule appointment, test or other procedure on behalf of the patient | 9, Transportation assistance (cab, uber, bus, train, other) | 10, Verify/check/confirm appointments | 11, Navigator took no actions",,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
date_of_planned_for_follow_7,patient_navigation,,text,Date planned for follow-up phone call,,,datetime_mdy,,,,[did_you_attempt_to_contact30] = '1',,,,,,
minutes_spent_on_encounter_7,patient_navigation,,text,Minutes spent on encounter,,,integer,,,,[did_you_attempt_to_contact30] = '1',,,,,,
closing_the_conversation_s_7,patient_navigation,,descriptive,"Closing the conversation. 
  
Summarize what you have talked about so far: 
- Appointment status 
- Barriers 
- SMART goal 
  
Ask if they have anything more they would like to talk about. 
  
Plan a date and time for your next follow up phone call.  ",,,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
are_you_done_navigating_th_7,patient_navigation,,yesno,Are you done navigating this patient due to connection to care?,,,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
comments_7,patient_navigation,,notes,"Summary of call

**Please include the following:
1) Was patient compliant? 
2) Does the patient understand the course of treatment/follow-up?
3) Is there anything else we can do to help the patient?
4) Any other relevant information.",,,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
did_you_attempt_to_contact36,patient_navigation,EIGTH ENCOUNTER,yesno,Did you attempt to contact the patient?,,,,,,,,,,,,,
date_and_time36,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact36] = '1',,,,,,
did_patient_respond36,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
did_you_attempt_to_contact37,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond36] = '0',,,,,,
date_and_time37,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact37] = '1',,,,,,
did_patient_respond37,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact37] = '1',,,,,,
did_you_attempt_to_contact38,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond37] = '0',,,,,,
date_and_time38,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact38] = '1',,,,,,
did_patient_respond38,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact38] = '1',,,,,,
did_you_attempt_to_contact39,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond38] = '0',,,,,,
date_and_time39,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact39] = '1',,,,,,
did_patient_respond39,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact39] = '1',,,,,,
did_you_attempt_to_contact40,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond39] = '0',,,,,,
date_and_time40,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact40] = '1',,,,,,
did_patient_respond40,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact40] = '1',,,,,,
method_of_communication_8,patient_navigation,,dropdown,Method of communication,"1, Phone call | 2, Text message | 3, Email",,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
follow_up_appointment_stat_8,patient_navigation,,dropdown,Follow up appointment status,"1, Appointment has not been scheduled | 2, Appointment has been scheduled | 3, Appointment has been attended | 4, Unable to obtain information",,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
who_made_the_appointment_8,patient_navigation,,dropdown,Who made the appointment?,"1, Patient | 2, Family or friend of patient | 3, Navigator",,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
date_and_time_of_appointme_8,patient_navigation,,text,Date and time of appointment,,,datetime_mdy,,,,[did_you_attempt_to_contact36] = '1',,,,,,
location_of_appointment_ie_8,patient_navigation,,text,Location of appointment (ie. name of clinic),,,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
since_the_last_phone_call_8,patient_navigation,,checkbox,"Since the last phone call with the patient, what outcomes have been achieved from navigating?","1, Scheduled appointment | 2, Attended appointment | 3, SMART goal met | 4, Other | 5, None",,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
other10,patient_navigation,,text,Other,,,,,,,[since_the_last_phone_call_8(4)] = '1',,,,,,
the_conversation_transitio_8,patient_navigation,,descriptive,"The conversation transitions to eliciting and talking about barriers: 
  
1. If the patient has not already determined where to schedule an appointment (their referrals consultation at the health fair should help with this), help the patient figure out where to go. 
  
2. If patient has not scheduled an appointment: 
""What has kept you from scheduling an appointment?"" ""What would get you to schedule an appointment?"" ""Do you want my assistance in scheduling an appointment?""  
  
3. If the patient has scheduled but not yet attended the appointment: 
""What may be challenging in attending this appointment?"" 
""What may be simple in attending this appointment?"" 
  
4. If the patient has attended the appointment: 
""Congratulations!"" Technically your role as patient navigator for the study has been fulfilled, but you can offer if they want your assistance for attending a follow up appointment (and if so, write a comment about it) ",,,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
barriers_to_care_identifie_8,patient_navigation,,checkbox,Barriers to care identified,"1, Care coordination | 2, Communication/education | 3, Logistical | 4, Insurance/medical costs | 5, Health promotion | 6, Cultural/religious/spiritual | 7, Work/school | 8, Psychosocial/distress/behavioral | 9, None | 10, Other",,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
other_barriers_8,patient_navigation,,text,Other barriers,,,,,,,[barriers_to_care_identifie_8(10)] = '1',,,,,,
care_coordination_barriers_8,patient_navigation,,checkbox,Care coordination barriers,"1, Access to care/system challenges | 2, Coordinating appointments | 3, Health care concerns",,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
the_conversation_now_trans_8,patient_navigation,,descriptive,"The conversation now transitions to using motivational interviewing to address the barriers the patient brought up. If the patient brings up a laundry list of barriers, ask the patient which one they want to focus on for the call. The goal is to address the barrier so that the patient feels motivated to make or attend their health care appointment. 
  
The fields below are for you (patient navigator) to log and keep track of the motivational interviewing conversation. 
  
""I'm hearing from you that you are encountering some barriers in getting health care. Let's talk about one of them today and see how we can overcome it."" ",,,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
were_motivational_intervie_8,patient_navigation,,yesno,Were motivational interviewing techniques used?,,,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
what_is_the_behavior_to_ch_8,patient_navigation,,text,What is the behavior to change?,,,,,,,[were_motivational_intervie_8] = '1',,,,,,
other_behavior_to_change_8,patient_navigation,,text,Other behavior to change,,,,,,,[were_motivational_intervie_8] = '1',,,,,,
stage_of_change_8,patient_navigation,,dropdown,Stage of change,"1, Precontemplative | 2, Contemplative | 3, Preparation | 4, Action | 5, Maintenance | 6, Relapse",,,,,,[were_motivational_intervie_8] = '1',,,,,,
the_conversation_transitio9,patient_navigation,,descriptive,"The conversation transitions from motivational interviewing to setting SMART goals.  
  
""Given our conversation thus far, what goals about the barrier we discussed or about seeing a doctor can you make for next time we talk?""  
""Can you make this goal specific?""  
Get them to make their goal S.M.A.R.T by asking them questions that help them articulate very specifically how they will achieve their goal. There is room to document their goal on this form.",,,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
were_smart_goals_made_8,patient_navigation,,yesno,Were SMART goals made?,,,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
what_is_the_specific_smart_9,patient_navigation,,notes,"What is the specific SMART goals? 
SMART = a goal that is specific, measurable, agreed upon, realistic, and time based.",,,,,,,[were_smart_goals_made_8] = '1',,,,,,
navigator_actions_8,patient_navigation,,checkbox,Navigator actions,"1, Connect patient with appropriate healthcare professional | 2, Educate patient on scheduling process | 3, Emotional support | 4, Provide verbal information | 5, Provide written information | 6, Remind patient to attend appointment, to attend procedure | 7, Resource referral | 8, Schedule appointment, test or other procedure on behalf of the patient | 9, Transportation assistance (cab, uber, bus, train, other) | 10, Verify/check/confirm appointments | 11, Navigator took no actions",,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
date_of_planned_for_follow_8,patient_navigation,,text,Date planned for follow-up phone call,,,datetime_mdy,,,,[did_you_attempt_to_contact36] = '1',,,,,,
date_of_planned_for_follow_9,patient_navigation,,text,Date planned for follow-up phone call,,,datetime_mdy,,,,[did_you_attempt_to_contact36] = '1',,,,,,
minutes_spent_on_encounter_8,patient_navigation,,text,Minutes spent on encounter,,,integer,,,,[did_you_attempt_to_contact36] = '1',,,,,,
closing_the_conversation_s_8,patient_navigation,,descriptive,"Closing the conversation. 
  
Summarize what you have talked about so far: 
- Appointment status 
- Barriers 
- SMART goal 
  
Ask if they have anything more they would like to talk about. 
  
Plan a date and time for your next follow up phone call.  ",,,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
are_you_done_navigating_th_8,patient_navigation,,yesno,Are you done navigating this patient due to connection to care?,,,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
comments_8,patient_navigation,,notes,"Summary of call

**Please include the following:
1) Was patient compliant? 
2) Does the patient understand the course of treatment/follow-up?
3) Is there anything else we can do to help the patient?
4) Any other relevant information.",,,,,,,[did_you_attempt_to_contact36] = '1',,,,,,
did_you_attempt_to_contact41,patient_navigation,NINTH ENCOUNTER,yesno,Did you attempt to contact the patient?,,,,,,,,,,,,,
date_and_time41,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact41] = '1',,,,,,
did_patient_respond41,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
did_you_attempt_to_contact42,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond41] = '0',,,,,,
date_and_time42,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact42] = '1',,,,,,
did_patient_respond42,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact42] = '1',,,,,,
did_you_attempt_to_contact43,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond42] = '0',,,,,,
date_and_time43,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact43] = '1',,,,,,
did_patient_respond43,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact43] = '1',,,,,,
did_you_attempt_to_contact44,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond43] = '0',,,,,,
date_and_time44,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact44] = '1',,,,,,
did_patient_respond44,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact44] = '1',,,,,,
did_you_attempt_to_contact45,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond44] = '0',,,,,,
date_and_time45,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact45] = '1',,,,,,
did_patient_respond45,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact45] = '1',,,,,,
method_of_communication_9,patient_navigation,,dropdown,Method of communication,"1, Phone call | 2, Text message | 3, Email",,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
follow_up_appointment_stat_9,patient_navigation,,dropdown,Follow up appointment status,"1, Appointment has not been scheduled | 2, Appointment has been scheduled | 3, Appointment has been attended | 4, Unable to obtain information",,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
who_made_the_appointment_9,patient_navigation,,dropdown,Who made the appointment?,"1, Patient | 2, Family or friend of patient | 3, Navigator",,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
date_and_time_of_appointme_9,patient_navigation,,text,Date and time of appointment,,,datetime_mdy,,,,[did_you_attempt_to_contact41] = '1',,,,,,
location_of_appointment_ie_9,patient_navigation,,text,Location of appointment (ie. name of clinic),,,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
since_the_last_phone_call_9,patient_navigation,,checkbox,"Since the last phone call with the patient, what outcomes have been achieved from navigating?","1, Scheduled appointment | 2, Attended appointment | 3, SMART goal met | 4, Other | 5, None",,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
other11,patient_navigation,,text,Other,,,,,,,[since_the_last_phone_call_9(4)] = '1',,,,,,
the_conversation_transitio_9,patient_navigation,,descriptive,"The conversation transitions to eliciting and talking about barriers: 
  
1. If the patient has not already determined where to schedule an appointment (their referrals consultation at the health fair should help with this), help the patient figure out where to go. 
  
2. If patient has not scheduled an appointment: 
""What has kept you from scheduling an appointment?"" ""What would get you to schedule an appointment?"" ""Do you want my assistance in scheduling an appointment?""  
  
3. If the patient has scheduled but not yet attended the appointment: 
""What may be challenging in attending this appointment?"" 
""What may be simple in attending this appointment?"" 
  
4. If the patient has attended the appointment: 
""Congratulations!"" Technically your role as patient navigator for the study has been fulfilled, but you can offer if they want your assistance for attending a follow up appointment (and if so, write a comment about it) ",,,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
barriers_to_care_identifie_9,patient_navigation,,checkbox,Barriers to care identified,"1, Care coordination | 2, Communication/education | 3, Logistical | 4, Insurance/medical costs | 5, Health promotion | 6, Cultural/religious/spiritual | 7, Work/school | 8, Psychosocial/distress/behavioral | 9, None | 10, Other",,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
other_barriers_9,patient_navigation,,text,Other barriers,,,,,,,[barriers_to_care_identifie_9(10)] = '1',,,,,,
care_coordination_barriers_9,patient_navigation,,checkbox,Care coordination barriers,"1, Access to care/system challenges | 2, Coordinating appointments | 3, Health care concerns",,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
the_conversation_now_trans_9,patient_navigation,,descriptive,"The conversation now transitions to using motivational interviewing to address the barriers the patient brought up. If the patient brings up a laundry list of barriers, ask the patient which one they want to focus on for the call. The goal is to address the barrier so that the patient feels motivated to make or attend their health care appointment. 
  
The fields below are for you (patient navigator) to log and keep track of the motivational interviewing conversation. 
  
""I'm hearing from you that you are encountering some barriers in getting health care. Let's talk about one of them today and see how we can overcome it."" ",,,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
were_motivational_intervie_9,patient_navigation,,yesno,Were motivational interviewing techniques used?,,,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
what_is_the_behavior_to_ch_9,patient_navigation,,text,What is the behavior to change?,,,,,,,[were_motivational_intervie_9] = '1',,,,,,
other_behavior_to_change_9,patient_navigation,,text,Other behavior to change,,,,,,,[were_motivational_intervie_9] = '1',,,,,,
stage_of_change_9,patient_navigation,,dropdown,Stage of change,"1, Precontemplative | 2, Contemplative | 3, Preparation | 4, Action | 5, Maintenance | 6, Relapse",,,,,,[were_motivational_intervie_9] = '1',,,,,,
the_conversation_transitio10,patient_navigation,,descriptive,"The conversation transitions from motivational interviewing to setting SMART goals.  
  
""Given our conversation thus far, what goals about the barrier we discussed or about seeing a doctor can you make for next time we talk?""  
""Can you make this goal specific?""  
Get them to make their goal S.M.A.R.T by asking them questions that help them articulate very specifically how they will achieve their goal. There is room to document their goal on this form.",,,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
were_smart_goals_made_9,patient_navigation,,yesno,Were SMART goals made?,,,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
what_is_the_specific_smart_10,patient_navigation,,notes,"What is the specific SMART goals? 
SMART = a goal that is specific, measurable, agreed upon, realistic, and time based.",,,,,,,[were_smart_goals_made_9] = '1',,,,,,
navigator_actions_9,patient_navigation,,checkbox,Navigator actions,"1, Connect patient with appropriate healthcare professional | 2, Educate patient on scheduling process | 3, Emotional support | 4, Provide verbal information | 5, Provide written information | 6, Remind patient to attend appointment, to attend procedure | 7, Resource referral | 8, Schedule appointment, test or other procedure on behalf of the patient | 9, Transportation assistance (cab, uber, bus, train, other) | 10, Verify/check/confirm appointments | 11, Navigator took no actions",,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
minutes_spent_on_encounter_9,patient_navigation,,text,Minutes spent on encounter,,,integer,,,,[did_you_attempt_to_contact41] = '1',,,,,,
closing_the_conversation_s_9,patient_navigation,,descriptive,"Closing the conversation. 
  
Summarize what you have talked about so far: 
- Appointment status 
- Barriers 
- SMART goal 
  
Ask if they have anything more they would like to talk about. 
  
Plan a date and time for your next follow up phone call.  ",,,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
are_you_done_navigating_th_9,patient_navigation,,yesno,Are you done navigating this patient due to connection to care?,,,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
comments_9,patient_navigation,,notes,"Summary of call

**Please include the following:
1) Was patient compliant? 
2) Does the patient understand the course of treatment/follow-up?
3) Is there anything else we can do to help the patient?
4) Any other relevant information.",,,,,,,[did_you_attempt_to_contact41] = '1',,,,,,
did_you_attempt_to_contact46,patient_navigation,TENTH ENCOUNTER,yesno,Did you attempt to contact the patient?,,,,,,,,,,,,,
date_and_time46,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact46] = '1',,,,,,
did_patient_respond46,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
did_you_attempt_to_contact47,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond46] = '0',,,,,,
date_and_time47,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact47] = '1',,,,,,
did_patient_respond47,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact47] = '1',,,,,,
did_you_attempt_to_contact48,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond47] = '0',,,,,,
date_and_time48,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact48] = '1',,,,,,
did_patient_respond48,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact48] = '1',,,,,,
did_you_attempt_to_contact49,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond48] = '0',,,,,,
date_and_time49,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact49] = '1',,,,,,
did_patient_respond49,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact49] = '1',,,,,,
did_you_attempt_to_contact50,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond49] = '0',,,,,,
date_and_time50,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact50] = '1',,,,,,
did_patient_respond50,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact50] = '1',,,,,,
method_of_communication_10,patient_navigation,,dropdown,Method of communication,"1, Phone call | 2, Text message | 3, Email",,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
follow_up_appointment_stat_10,patient_navigation,,dropdown,Follow up appointment status,"1, Appointment has not been scheduled | 2, Appointment has been scheduled | 3, Appointment has been attended | 4, Unable to obtain information",,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
who_made_the_appointment_10,patient_navigation,,dropdown,Who made the appointment?,"1, Patient | 2, Family or friend of patient | 3, Navigator",,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
date_and_time_of_appointme_10,patient_navigation,,text,Date and time of appointment,,,datetime_mdy,,,,[did_you_attempt_to_contact46] = '1',,,,,,
location_of_appointment_ie_10,patient_navigation,,text,Location of appointment (ie. name of clinic),,,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
since_the_last_phone_call_10,patient_navigation,,checkbox,"Since the last phone call with the patient, what outcomes have been achieved from navigating?","1, Scheduled appointment | 2, Attended appointment | 3, SMART goal met | 4, Other | 5, None",,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
other12,patient_navigation,,text,Other,,,,,,,[since_the_last_phone_call_10(4)] = '1',,,,,,
the_conversation_transitio_10,patient_navigation,,descriptive,"The conversation transitions to eliciting and talking about barriers: 
  
1. If the patient has not already determined where to schedule an appointment (their referrals consultation at the health fair should help with this), help the patient figure out where to go. 
  
2. If patient has not scheduled an appointment: 
""What has kept you from scheduling an appointment?"" ""What would get you to schedule an appointment?"" ""Do you want my assistance in scheduling an appointment?""  
  
3. If the patient has scheduled but not yet attended the appointment: 
""What may be challenging in attending this appointment?"" 
""What may be simple in attending this appointment?"" 
  
4. If the patient has attended the appointment: 
""Congratulations!"" Technically your role as patient navigator for the study has been fulfilled, but you can offer if they want your assistance for attending a follow up appointment (and if so, write a comment about it) ",,,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
barriers_to_care_identifie_10,patient_navigation,,checkbox,Barriers to care identified,"1, Care coordination | 2, Communication/education | 3, Logistical | 4, Insurance/medical costs | 5, Health promotion | 6, Cultural/religious/spiritual | 7, Work/school | 8, Psychosocial/distress/behavioral | 9, None | 10, Other",,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
other_barriers_10,patient_navigation,,text,Other barriers,,,,,,,[barriers_to_care_identifie_10(10)] = '1',,,,,,
care_coordination_barriers_10,patient_navigation,,checkbox,Care coordination barriers,"1, Access to care/system challenges | 2, Coordinating appointments | 3, Health care concerns",,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
the_conversation_now_trans_10,patient_navigation,,descriptive,"The conversation now transitions to using motivational interviewing to address the barriers the patient brought up. If the patient brings up a laundry list of barriers, ask the patient which one they want to focus on for the call. The goal is to address the barrier so that the patient feels motivated to make or attend their health care appointment. 
  
The fields below are for you (patient navigator) to log and keep track of the motivational interviewing conversation. 
  
""I'm hearing from you that you are encountering some barriers in getting health care. Let's talk about one of them today and see how we can overcome it."" ",,,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
were_motivational_intervie_10,patient_navigation,,yesno,Were motivational interviewing techniques used?,,,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
what_is_the_behavior_to_ch_10,patient_navigation,,text,What is the behavior to change?,,,,,,,[were_motivational_intervie_10] = '1',,,,,,
other_behavior_to_change_10,patient_navigation,,text,Other behavior to change,,,,,,,[were_motivational_intervie_10] = '1',,,,,,
stage_of_change_10,patient_navigation,,dropdown,Stage of change,"1, Precontemplative | 2, Contemplative | 3, Preparation | 4, Action | 5, Maintenance | 6, Relapse",,,,,,[were_motivational_intervie_10] = '1',,,,,,
the_conversation_transitio11,patient_navigation,,descriptive,"The conversation transitions from motivational interviewing to setting SMART goals.  
  
""Given our conversation thus far, what goals about the barrier we discussed or about seeing a doctor can you make for next time we talk?""  
""Can you make this goal specific?""  
Get them to make their goal S.M.A.R.T by asking them questions that help them articulate very specifically how they will achieve their goal. There is room to document their goal on this form.",,,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
were_smart_goals_made_10,patient_navigation,,yesno,Were SMART goals made?,,,,,,,[did_you_attempt_to_contact46] = '1',,,,,,
what_is_the_specific_smart_11,patient_navigation,,notes,"What is the specific SMART goals? 
SMART = a goal that is specific, measurable, agreed upon, realistic, and time based.",,,,,,,[were_smart_goals_made_10] = '1',,,,,,
